CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3114,2,©ª©§,§,0.25,0.25,0.33333333333333326,933457,42706.83313441557,,890750.1668655844
3115,2,ª§,§,0.5,0.5,0.5,3570313,43729.4237262185,,3526583.5762737817
3116,2,§,§,1.0,1.0,1.0,15,42323.952522966545,,42308.952522966545
3117,2,§,§,1.0,1.0,1.0,265,43447.436696898396,,43182.436696898396
3119,2,¢©§,©§,0.6666666666666667,0.6666666666666667,0.6666666666666666,196171,82190.40902997674,,113980.59097002326
3120,2,§,§,1.0,1.0,1.0,13,43284.954599159035,,43271.954599159035
3122,2,ª§,§,0.5,0.5,0.5,498082,45856.460997604954,,452225.53900239506
3123,2,§,§,1.0,1.0,1.0,19877,46768.223693273096,,26891.223693273096
3124,2,§,§,1.0,1.0,1.0,6364,42213.42383495058,,35849.42383495058
3125,2,§,§,1.0,1.0,1.0,191661,45412.176231103556,,146248.82376889646
3127,2,§,§,1.0,1.0,1.0,1443966,42794.94841425766,,1401171.0515857423
3129,2,§,§,1.0,1.0,1.0,1821440,43292.356222219685,,1778147.6437777802
3130,2,©§,©§,1.0,1.0,1.0,3034959,81879.05427044825,,2953079.945729552
3131,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,157019,42158.6838607266,,114860.3161392734
3132,2,§,§,1.0,1.0,1.0,84,42266.75843770735,,42182.75843770735
3133,2,§,§,1.0,1.0,1.0,250346,43760.75897648098,,206585.24102351902
3134,2,§,§,1.0,1.0,1.0,256137,43363.82767266407,,212773.17232733592
3135,2,£§,§,0.5,0.5,0.5,3718976,42237.94681147738,,3676738.053188523
3136,2,§,§,1.0,1.0,1.0,326315,43166.77343683128,,283148.2265631687
3137,2,¢§,©§,0.5,0.5,0.33333333333333326,175183,74173.50225176259,,101009.49774823741
3138,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1461073,61128.74455705801,,1399944.255442942
3140,2,§,§,1.0,1.0,1.0,115,42169.89358711777,,42054.89358711777
3141,2,§§,§,0.5,0.5,1.0,1023148,51485.859258929944,,971662.14074107
3143,2,ª§,§,0.5,0.5,0.5,173162,58573.64020367137,,114588.35979632863
3144,2,§,§,1.0,1.0,1.0,697,43044.787193477256,,42347.787193477256
3146,2,§,§,1.0,1.0,1.0,200693,42250.184121306935,,158442.81587869307
3147,2,§,§,1.0,1.0,1.0,1672493,61733.16913552008,,1610759.83086448
3149,2,§,§,1.0,1.0,1.0,5,42174.14596917017,,42169.14596917017
3150,2,©ª©§,©§,0.5,0.5,0.6666666666666666,3100500,8697.088434519548,,3091802.9115654803
3151,2,§,§,1.0,1.0,1.0,601,2801.9359398968213,,2200.9359398968213
3152,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1136474,42478.68543265874,,1093995.3145673412
3153,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,542799,42281.099271281375,,500517.9007287186
3154,2,§,§,1.0,1.0,1.0,278244,62228.20443466111,,216015.7955653389
3155,2,§§,§,0.5,0.5,1.0,18222,42293.2247558544,,24071.224755854397
3156,2,©§§,§,0.33333333333333337,0.33333333333333337,0.5,1720879,860954.1831441473,,859924.8168558527
3157,2,ª§,§,0.5,0.5,0.5,337115,42175.475783031616,,294939.5242169684
3158,2,§,§,1.0,1.0,1.0,94025,42277.61455450353,,51747.38544549647
3159,2,©§,§,0.5,0.5,0.5,22351,24862.4508048874,,2511.4508048874013
3160,2,§,§,1.0,1.0,1.0,100117,42282.68900330665,,57834.31099669335
3161,2,§,§,1.0,1.0,1.0,241821,42539.21009718002,,199281.78990282
3163,2,§©ª©§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,240605,42205.450996390355,,198399.54900360963
3164,2,§,§,1.0,1.0,1.0,346598,57010.46818797281,,289587.5318120272
3166,2,§,§,1.0,1.0,1.0,3675,42866.15087962553,,39191.15087962553
3167,2,§,§,1.0,1.0,1.0,86,42307.296604351905,,42221.296604351905
3168,2,§,§,1.0,1.0,1.0,2569568,62282.55150933511,,2507285.448490665
3169,2,§,§,1.0,1.0,1.0,2078,42203.915665841225,,40125.915665841225
3170,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1466507,42176.97484592998,,1424330.02515407
3171,2,§,§,1.0,1.0,1.0,419,42258.68586310751,,41839.68586310751
3173,2,§,§,1.0,1.0,1.0,31,42199.81137669612,,42168.81137669612
3174,2,§,§,1.0,1.0,1.0,3104,42250.66768998383,,39146.66768998383
3175,2,ª§,§,0.5,0.5,0.5,1309199,43999.02535280174,,1265199.9746471983
3177,2,§,§,1.0,1.0,1.0,54,42214.66297968511,,42160.66297968511
3179,2,§,§,1.0,1.0,1.0,80292,50117.42034941509,,30174.579650584907
3180,2,§,§,1.0,1.0,1.0,5295,43939.92117126883,,38644.92117126883
3181,2,§,§,1.0,1.0,1.0,535751,61702.61968435754,,474048.38031564245
3182,2,ª§,§,0.5,0.5,0.5,84385,55953.65906767143,,28431.340932328567
3183,2,ª§,§,0.5,0.5,0.5,518772,57103.91179017339,,461668.0882098266
3185,2,£§,§,0.5,0.5,0.5,19018,42227.870449172675,,23209.870449172675
3187,2,©§§,©§,0.6666666666666667,0.6666666666666667,1.0,250166,81018.57101066009,,169147.4289893399
3188,2,§,§,1.0,1.0,1.0,1383795,42310.24032867247,,1341484.7596713274
3189,2,§,§,1.0,1.0,1.0,429409,42432.849166698004,,386976.150833302
3190,2,§,§,1.0,1.0,1.0,14,42269.82607650137,,42255.82607650137
3191,2,©ªª§,©§,0.5,0.5,0.6666666666666666,3647236,77265.74260222202,,3569970.257397778
3193,2,§,§,1.0,1.0,1.0,20811,43242.572826933836,,22431.572826933836
3194,2,©©§,©§,0.6666666666666667,0.6666666666666667,1.0,21631,82408.2657858285,,60777.265785828495
3195,2,§,§,1.0,1.0,1.0,516141,42265.7943226578,,473875.2056773422
3196,2,©ª©§,©§,0.5,0.5,0.6666666666666666,3018384,8794.53961212986,,3009589.46038787
3197,2,©§,©§,1.0,1.0,1.0,19,75589.55756442997,,75570.55756442997
3198,2,§,§,1.0,1.0,1.0,1319870,42936.33785077192,,1276933.6621492282
3199,2,§,§,1.0,1.0,1.0,1095620,44150.51230775031,,1051469.4876922497
3200,2,©§,©§,1.0,1.0,1.0,155269,78764.41864564034,,76504.58135435966
3201,2,ª§,§,0.5,0.5,0.5,599574,61291.17527562545,,538282.8247243746
3202,2,§,§,1.0,1.0,1.0,97278,44024.986946142286,,53253.013053857714
3203,2,§,§,1.0,1.0,1.0,169978,61270.865391196065,,108707.13460880393
3204,2,§,§,1.0,1.0,1.0,248472,45354.202391352876,,203117.79760864712
3205,2,§,§,1.0,1.0,1.0,18736,43399.40019345781,,24663.400193457812
3206,2,§,§,1.0,1.0,1.0,278692,42228.30566098188,,236463.6943390181
3207,2,§,,0.0,0.0,0.0,28,0,,28.0
3208,2,§,§,1.0,1.0,1.0,95639,42274.081480858,,53364.918519142
3209,2,§,§,1.0,1.0,1.0,7,42165.76511953882,,42158.76511953882
3210,2,§,§,1.0,1.0,1.0,107,42290.33845531421,,42183.33845531421
3211,2,ª§,§,0.5,0.5,0.5,1554486,12049.304372587882,,1542436.695627412
3213,2,§,§,1.0,1.0,1.0,431902,29874.18981752468,,402027.8101824753
3214,2,£§,§,0.5,0.5,0.5,2594475,61314.24754612158,,2533160.7524538785
3215,2,§,§,1.0,1.0,1.0,2246817,59593.93384425907,,2187223.066155741
3216,2,§,§,1.0,1.0,1.0,148360,42169.416063049335,,106190.58393695066
3217,2,©§,©§,1.0,1.0,1.0,412478,7522.4124715304,,404955.5875284696
3218,2,§,§,1.0,1.0,1.0,20652,42296.15639095804,,21644.156390958044
3219,2,§,§,1.0,1.0,1.0,1288794,42238.97439491577,,1246555.0256050841
3220,2,§,§,1.0,1.0,1.0,3204860,61896.17409189133,,3142963.8259081086
3221,2,§,§,1.0,1.0,1.0,14023,44119.22843665974,,30096.228436659738
3223,2,£§,§,0.5,0.5,0.5,1316339,61709.595162521684,,1254629.4048374784
3224,2,©§§,©§,0.6666666666666667,0.6666666666666667,1.0,10936,82603.57917442449,,71667.57917442449
3225,2,§,§,1.0,1.0,1.0,1543808,43179.87814797501,,1500628.121852025
3227,2,§,§,1.0,1.0,1.0,1843,43821.827655763766,,41978.827655763766
3228,2,©§,©§,1.0,1.0,1.0,1958854,66094.88304346454,,1892759.1169565355
3230,2,§,§,1.0,1.0,1.0,82670,42280.15933466567,,40389.84066533433
3232,2,§,§,1.0,1.0,1.0,1157,43675.37888196755,,42518.37888196755
3234,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,3275087,49201.35389252263,,3225885.646107477
3235,2,©§,©§,1.0,1.0,1.0,3992,82511.73437116187,,78519.73437116187
3236,2,§,§,1.0,1.0,1.0,11280,42240.10171439377,,30960.10171439377
3237,2,§,§,1.0,1.0,1.0,12000,42415.65830023455,,30415.65830023455
3238,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,2408413,61924.30569966942,,2346488.6943003307
3240,2,§,§,1.0,1.0,1.0,155119,43216.713991937126,,111902.28600806287
3241,2,§,§,1.0,1.0,1.0,188561,42204.55941664234,,146356.44058335765
3243,2,§,§,1.0,1.0,1.0,24731,43632.462161893534,,18901.462161893534
3244,2,©§,©§,1.0,1.0,1.0,2336932,18453.12578073571,,2318478.8742192644
3245,2,§,§,1.0,1.0,1.0,368134,50117.27527881203,,318016.72472118796
3246,2,§,§,1.0,1.0,1.0,357834,61822.127638242506,,296011.8723617575
3247,2,§,§,1.0,1.0,1.0,36,42248.688080712804,,42212.688080712804
3248,2,§§,§,0.5,0.5,1.0,3332,58957.07994140305,,55625.07994140305
3249,2,¥¥©§§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,2694305,50473.10928970173,,2643831.8907102984
3250,2,ªª©§,§,0.25,0.25,0.33333333333333326,2499416,43166.69183461706,,2456249.308165383
3252,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,98892,62298.25540211712,,36593.74459788288
3255,2,§,§,1.0,1.0,1.0,533832,57637.90459084639,,476194.0954091536
3256,2,©ª©§,©§,0.5,0.5,0.6666666666666666,1208000,66530.01325045155,,1141469.9867495485
3257,2,ª§,§,0.5,0.5,0.5,354362,45790.67450141826,,308571.32549858175
3259,2,§,§,1.0,1.0,1.0,428439,42234.468139308,,386204.531860692
3260,2,§,§,1.0,1.0,1.0,1702,43541.87765949507,,41839.87765949507
3261,2,§,§,1.0,1.0,1.0,84980,43472.89054312821,,41507.10945687179
3263,2,§,§,1.0,1.0,1.0,617370,43846.44130141748,,573523.5586985825
3264,2,ª§,§,0.5,0.5,0.5,2328599,42314.71938354217,,2286284.280616458
3265,2,§,§,1.0,1.0,1.0,331346,42224.80583268288,,289121.1941673171
3266,2,§,§,1.0,1.0,1.0,3135,42185.91482184399,,39050.91482184399
3267,2,§,§,1.0,1.0,1.0,353291,43660.738840274695,,309630.2611597253
3268,2,§,§,1.0,1.0,1.0,27,42154.33778724305,,42127.33778724305
3269,2,§,§,1.0,1.0,1.0,916,42196.53217660596,,41280.53217660596
3270,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,266188,42487.25668745662,,223700.74331254337
3271,2,¦§,§,0.5,0.5,0.5,3384699,50756.06950098407,,3333942.930499016
3272,2,§,§,1.0,1.0,1.0,257338,42807.60582437527,,214530.39417562474
3274,2,©ª©§,©§,0.5,0.5,0.6666666666666666,3483,67318.39642051538,,63835.396420515375
3275,2,§§,§,0.5,0.5,1.0,5396,42268.35421434109,,36872.35421434109
3277,2,§,§,1.0,1.0,1.0,83936,42995.71403968558,,40940.28596031442
3278,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,202206,42308.807756467184,,159897.1922435328
3279,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1110297,60564.812810677045,,1049732.187189323
3280,2,§,§,1.0,1.0,1.0,75910,50996.681185387744,,24913.318814612256
3281,2,§,§,1.0,1.0,1.0,417,43691.01628405649,,43274.01628405649
3282,2,§§,§,0.5,0.5,1.0,2107,42226.365341665856,,40119.365341665856
3283,2,§,§,1.0,1.0,1.0,1200700,42242.57093695014,,1158457.4290630498
3284,2,§,§,1.0,1.0,1.0,3717,42475.09493523283,,38758.09493523283
3285,2,§,§,1.0,1.0,1.0,686208,51058.777448108915,,635149.2225518911
3286,2,§,§,1.0,1.0,1.0,627525,58799.8898983714,,568725.1101016286
3287,2,ª©ª©§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,2406603,42206.88659089987,,2364396.1134091
3288,2,ª§§,§,0.33333333333333337,0.33333333333333337,0.5,1550362,42245.24869849842,,1508116.7513015016
3290,2,§,§,1.0,1.0,1.0,2029,44000.09524849936,,41971.09524849936
3292,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,60406,42177.07458196959,,18228.925418030412
3293,2,§,,0.0,0.0,0.0,1,0,,1.0
3295,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,867860,43471.4156586637,,824388.5843413363
3296,2,©§,©§,1.0,1.0,1.0,595797,63713.453891535144,,532083.5461084648
3297,2,§,©§,0.5,0.5,0.5,21,66580.07469772661,,66559.07469772661
3298,2,§,§,1.0,1.0,1.0,72492,43553.65255677734,,28938.347443222658
3299,2,§,§,1.0,1.0,1.0,6406,42231.03782400631,,35825.03782400631
3300,2,§,§,1.0,1.0,1.0,26831,43854.33556006771,,17023.33556006771
3301,2,§,§,1.0,1.0,1.0,524960,59066.85003105713,,465893.14996894286
3302,2,©§,©§,1.0,1.0,1.0,79,82279.88736902682,,82200.88736902682
3303,2,ª§,§,0.5,0.5,0.5,1901109,58112.98059284878,,1842996.0194071513
3304,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,2324352,42239.46703050535,,2282112.532969495
3305,2,§,§,1.0,1.0,1.0,1754954,59086.277402651205,,1695867.7225973487
3306,2,§,§,1.0,1.0,1.0,56,43391.1523252126,,43335.1523252126
3307,2,ª§,§,0.5,0.5,0.5,1191383,62430.42681072816,,1128952.5731892718
3308,2,ª§,§,0.5,0.5,0.5,691126,59951.339453348664,,631174.6605466513
3309,2,§§,§,0.5,0.5,1.0,1292949,50117.39012637279,,1242831.6098736273
3310,2,§,§,1.0,1.0,1.0,630997,45641.357560907236,,585355.6424390927
3311,2,§,§,1.0,1.0,1.0,534497,58217.79410356474,,476279.20589643525
3312,2,§,§,1.0,1.0,1.0,8481,42203.12382213282,,33722.12382213282
3313,2,§,§,1.0,1.0,1.0,579403,62017.10252876466,,517385.89747123537
3316,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,11198,42286.33087990448,,31088.330879904483
3317,2,§,§,1.0,1.0,1.0,21032,42477.011076115006,,21445.011076115006
3318,2,ª§,§,0.5,0.5,0.5,3871352,42325.397184388756,,3829026.6028156113
3319,2,§,§,1.0,1.0,1.0,377353,12050.075060166675,,365302.92493983335
3320,2,§,§,1.0,1.0,1.0,78826,42269.82607650137,,36556.17392349863
3321,2,§,§,1.0,1.0,1.0,773510,62439.01619935142,,711070.9838006486
3322,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,341454,42293.46956249708,,299160.5304375029
3325,2,£©ª§,§,0.25,0.25,0.25,2414450,42273.262436411525,,2372176.7375635887
3326,2,§©£§,§,0.25,0.25,0.33333333333333326,273578,42448.683018561926,,231129.31698143808
3327,2,§,§,1.0,1.0,1.0,34,42342.74218836796,,42308.74218836796
3328,2,§,§,1.0,1.0,1.0,14,42781.85579233086,,42767.85579233086
3329,2,§,§,1.0,1.0,1.0,21633,62187.22803390312,,40554.22803390312
3330,2,§,§,1.0,1.0,1.0,44,45501.630391719795,,45457.630391719795
3332,2,§,§,1.0,1.0,1.0,1101828,62512.42192450337,,1039315.5780754966
3333,2,©§,§,0.5,0.5,0.5,430941,60107.26617321193,,370833.7338267881
3335,2,ª§,§,0.5,0.5,0.5,602233,43722.523805660116,,558510.4761943399
3337,2,§,§,1.0,1.0,1.0,2778305,43703.98499150984,,2734601.01500849
3339,2,§,§,1.0,1.0,1.0,66063,42177.28916556996,,23885.710834430043
3340,2,§,§,1.0,1.0,1.0,2470,43362.210739900715,,40892.210739900715
3341,2,§,§,1.0,1.0,1.0,16742,59132.56096963806,,42390.56096963806
3342,2,ª§,§,0.5,0.5,0.5,165378,43625.06960574558,,121752.93039425442
3345,2,©§,©§,1.0,1.0,1.0,60035,78366.92519323653,,18331.92519323653
3346,2,©ª©§,©§,0.5,0.5,0.6666666666666666,716783,81943.23290078429,,634839.7670992156
3347,2,§,,0.0,0.0,0.0,782,0,,782.0
3348,2,ª©ª§,§,0.25,0.25,0.33333333333333326,2331813,42204.41132373504,,2289608.588676265
3350,2,§,§,1.0,1.0,1.0,373,42257.948420875255,,41884.948420875255
3352,2,§,§,1.0,1.0,1.0,671691,58683.84550513466,,613007.1544948653
3353,2,§,§,1.0,1.0,1.0,591970,42277.27907873394,,549692.720921266
3354,2,©§,©§,1.0,1.0,1.0,2592869,406930.567140695,,2185938.432859305
3355,2,§,§,1.0,1.0,1.0,165837,42199.67839530997,,123637.32160469002
3356,2,§,§,1.0,1.0,1.0,67115,42597.30482909992,,24517.69517090008
3359,2,©§,©§,1.0,1.0,1.0,154173,78943.8196024624,,75229.1803975376
3361,2,§,§,1.0,1.0,1.0,81984,61921.821365591895,,20062.178634408105
3363,2,§,§,1.0,1.0,1.0,2983,42185.806018891686,,39202.806018891686
3364,2,ª§,©§,0.5,0.5,0.33333333333333326,2693,581731.55879001,,579038.55879001
3365,2,§,§,1.0,1.0,1.0,11,43534.55461634441,,43523.55461634441
3366,2,©ªª©§,©§,0.4,0.4,0.6666666666666666,925313,60318.310655327994,,864994.689344672
3367,2,§§,§,0.5,0.5,1.0,1161,42257.88193018218,,41096.88193018218
3368,2,§,§,1.0,1.0,1.0,62170,43745.991998010446,,18424.008001989554
3369,2,§,§,1.0,1.0,1.0,19,45036.64284123904,,45017.64284123904
3370,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,365281,42324.10968278653,,322956.8903172135
3371,2,ª§,§,0.5,0.5,0.5,516579,43443.94593551209,,473135.0540644879
3374,2,§,§,1.0,1.0,1.0,4606,42256.26801972306,,37650.26801972306
3375,2,§,§,1.0,1.0,1.0,2174,42288.53716199279,,40114.53716199279
3377,2,§,§,1.0,1.0,1.0,31216,42281.73093286556,,11065.730932865561
3378,2,§,§,1.0,1.0,1.0,9,61128.641798714176,,61119.641798714176
3379,2,§,§,1.0,1.0,1.0,929781,61082.09831356348,,868698.9016864365
3380,2,§,§,1.0,1.0,1.0,3495,42564.47958285177,,39069.47958285177
3381,2,§,§,1.0,1.0,1.0,14649,61811.477038134,,47162.477038134
3383,2,§,§,1.0,1.0,1.0,5343,52212.094787100665,,46869.094787100665
3384,2,©§,©§,1.0,1.0,1.0,22550,78089.323527355,,55539.323527354994
3385,2,©ª©§,©§,0.5,0.5,0.6666666666666666,254986,60636.04549908721,,194349.9545009128
3386,2,£§,§,0.5,0.5,0.5,584316,51790.94878178847,,532525.0512182115
3387,2,§,§,1.0,1.0,1.0,333,43347.57976512056,,43014.57976512056
3388,2,©ª©§,§,0.25,0.25,0.33333333333333326,2332653,42231.72690937088,,2290421.273090629
3389,2,§,§,1.0,1.0,1.0,1995,42248.30122577129,,40253.30122577129
3390,2,§,§,1.0,1.0,1.0,246272,57264.27525264712,,189007.72474735288
3391,2,©§,§,0.5,0.5,0.5,1406251,42256.657896968805,,1363994.3421030312
3392,2,§,§,1.0,1.0,1.0,5325,42277.9862979239,,36952.9862979239
3393,2,§,§,1.0,1.0,1.0,1818,42300.13374332547,,40482.13374332547
3394,2,§,§,1.0,1.0,1.0,3428,42510.93946340732,,39082.93946340732
3395,2,§,§,1.0,1.0,1.0,1040000,43859.76059616158,,996140.2394038384
3396,2,§,§,1.0,1.0,1.0,12701,42257.07799725685,,29556.07799725685
3397,2,§,§,1.0,1.0,1.0,4194,43777.12173158526,,39583.12173158526
3399,2,§,§,1.0,1.0,1.0,78763,42161.60340661333,,36601.39659338667
3400,2,©§,©§,1.0,1.0,1.0,328018,82590.47748558498,,245427.52251441503
3401,2,§§,§,0.5,0.5,1.0,23302,43992.39139501566,,20690.391395015657
3402,2,§,§,1.0,1.0,1.0,95137,42300.71402573774,,52836.28597426226
3404,2,§,§,1.0,1.0,1.0,10365,42220.894971008536,,31855.894971008536
3405,2,©§§,©§,0.6666666666666667,0.6666666666666667,1.0,406453,589384.8309901153,,182931.8309901153
3406,2,ª§,§,0.5,0.5,0.5,85192,43783.5139050329,,41408.4860949671
3407,2,§,§,1.0,1.0,1.0,5406,42294.05891182203,,36888.05891182203
3408,2,ª§,§,0.5,0.5,0.5,1811579,50195.160058833666,,1761383.8399411663
3410,2,£§,§,0.5,0.5,0.5,2223799,43160.91621123245,,2180638.0837887675
3411,2,§,§,1.0,1.0,1.0,113980,42292.14881554832,,71687.85118445169
3412,2,§,§,1.0,1.0,1.0,84354,42288.552273513946,,42065.447726486054
3413,2,ª§,§,0.5,0.5,0.5,489132,42173.56870906213,,446958.4312909379
3414,2,§,§,1.0,1.0,1.0,17,42214.37283847898,,42197.37283847898
3415,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,7762,42232.96907640964,,34470.96907640964
3417,2,§,§,1.0,1.0,1.0,3353,42224.61240521213,,38871.61240521213
3420,2,§,§,1.0,1.0,1.0,151728,58865.08704523313,,92862.91295476687
3421,2,§,§,1.0,1.0,1.0,415,30241.868238693965,,29826.868238693965
3422,2,§,§,1.0,1.0,1.0,174512,42216.41289383461,,132295.5871061654
3423,2,ªª©§,§,0.25,0.25,0.33333333333333326,1377398,42234.09337358341,,1335163.9066264166
3424,2,ª§,§,0.5,0.5,0.5,2766188,55760.14092778841,,2710427.8590722117
3425,2,§,§,1.0,1.0,1.0,288,62241.738313005575,,61953.738313005575
3426,2,§,§,1.0,1.0,1.0,965205,37267.83701731189,,927937.162982688
3427,2,§,§,1.0,1.0,1.0,3502,42278.23110456657,,38776.23110456657
3428,2,§,§,1.0,1.0,1.0,1820327,49600.488456123625,,1770726.5115438765
3429,2,§,§,1.0,1.0,1.0,175582,42244.07604445696,,133337.92395554302
3430,2,§,§,1.0,1.0,1.0,196536,42316.862197241644,,154219.13780275837
3431,2,©§,©§,1.0,1.0,1.0,18245,81427.35276936505,,63182.352769365054
3432,2,ª§,§,0.5,0.5,0.5,254973,49428.38334171415,,205544.61665828584
3433,2,©ª©§,©§,0.5,0.5,0.6666666666666666,371011,74894.21603010407,,296116.7839698959
3434,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,152570,42217.12615763302,,110352.87384236697
3435,2,©§,©§,1.0,1.0,1.0,440759,81714.61371956748,,359044.3862804325
3437,2,§,§,1.0,1.0,1.0,234521,43458.078230094216,,191062.92176990578
3438,2,§,§,1.0,1.0,1.0,693932,43085.775683452164,,650846.2243165479
3441,2,§,§,1.0,1.0,1.0,15,18142.765359299075,,18127.765359299075
3445,2,§,§,1.0,1.0,1.0,71860,42170.87885829693,,29689.12114170307
3446,2,§,§,1.0,1.0,1.0,150491,42616.2486320171,,107874.7513679829
3447,2,§§,§,0.5,0.5,1.0,90635,43207.07888605009,,47427.92111394991
3450,2,ª©§©§,§,0.19999999999999996,0.19999999999999996,0.33333333333333326,2950800,42263.28581014643,,2908536.7141898535
3451,2,©§,©§,1.0,1.0,1.0,3840,8467.755989504338,,4627.755989504338
3452,2,§,§,1.0,1.0,1.0,7,43978.43137177468,,43971.43137177468
3453,2,©§,©§,1.0,1.0,1.0,189575,82386.10927351424,,107188.89072648576
3455,2,§,§,1.0,1.0,1.0,106,42321.64046023016,,42215.64046023016
3456,2,¢©§,©§,0.6666666666666667,0.6666666666666667,0.6666666666666666,250281,80777.33975388916,,169503.66024611084
3457,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,2299692,42995.55990216982,,2256696.4400978303
3459,2,©§,©§,1.0,1.0,1.0,256390,41395.65782315722,,214994.3421768428
3460,2,§,§,1.0,1.0,1.0,27,12163.707654627427,,12136.707654627427
3461,2,§,§,1.0,1.0,1.0,12202,42387.973993482585,,30185.973993482585
3463,2,§,§,1.0,1.0,1.0,2982,42566.25972004356,,39584.25972004356
3464,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,622745,42212.166556390664,,580532.8334436093
3466,2,§,§,1.0,1.0,1.0,9460,43175.622743618376,,33715.622743618376
3467,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,1293428,50141.44162343962,,1243286.5583765605
3468,2,©§,©§,1.0,1.0,1.0,82733,82345.90658263926,,387.0934173607384
3469,2,§,§,1.0,1.0,1.0,704718,42239.29173685998,,662478.70826314
3470,2,§,§,1.0,1.0,1.0,46,45742.0274925231,,45696.0274925231
3471,2,§,§,1.0,1.0,1.0,482,50962.226917159314,,50480.226917159314
3472,2,ª§,§,0.5,0.5,0.5,615392,62358.52619308304,,553033.473806917
3473,2,§,§,1.0,1.0,1.0,474,42514.04034754788,,42040.04034754788
3474,2,§,§,1.0,1.0,1.0,1778,42388.45151755102,,40610.45151755102
3476,2,©§,©§,1.0,1.0,1.0,534,75185.37575276394,,74651.37575276394
3477,2,§,§,1.0,1.0,1.0,1985,42317.412256611606,,40332.412256611606
3478,2,§,,0.0,0.0,0.0,0,0,,0.0
3479,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,581208,43543.40694543573,,537664.5930545643
3481,2,©§,©§,1.0,1.0,1.0,124,9685.720415987858,,9561.720415987858
