CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3144,2,§,§,1.0,1.0,1.0,697,17152.060796068723,,16455.060796068723
3146,2,§,§,1.0,1.0,1.0,200693,17101.32989909147,,183591.67010090852
3147,2,§,§,1.0,1.0,1.0,1672493,26732.836542493074,,1645760.163457507
3149,2,§,§,1.0,1.0,1.0,5,17126.933421206835,,17121.933421206835
3150,2,©,©,1.0,1.0,1.0,171383,7672.320196802444,,163710.67980319756
3151,2,§,§,1.0,1.0,1.0,601,0.0,,601.0
3152,2,ª,§,0.0,0.0,0.0,116,17102.24133607833,,16986.24133607833
3153,2,ª,§,0.0,0.0,0.0,1778,17126.001555459927,,15348.001555459927
3154,2,§,§,1.0,1.0,1.0,278244,26699.79223739015,,251544.20776260985
3155,2,§,§,1.0,1.0,1.0,16115,17099.584025828706,,984.5840258287062
3156,2,©,©,1.0,1.0,1.0,258660,395785.71606195054,,137125.71606195054
3157,2,ª,§,0.0,0.0,0.0,335870,17098.429015164325,,318771.5709848357
3158,2,§,§,1.0,1.0,1.0,94025,17158.23499593316,,76866.76500406684
3159,2,©,§,0.0,0.0,0.0,0,33441.02533732863,,33441.02533732863
3160,2,§,§,1.0,1.0,1.0,100117,17098.15872695443,,83018.84127304557
3161,2,§,§,1.0,1.0,1.0,241821,17308.966244799783,,224512.03375520022
3163,2,§,§,1.0,1.0,1.0,1175,17120.92579430896,,15945.925794308961
3164,2,§,§,1.0,1.0,1.0,346598,13505.745557675842,,333092.25444232416
3166,2,§,§,1.0,1.0,1.0,3675,17247.10324503819,,13572.10324503819
3167,2,§,§,1.0,1.0,1.0,86,17105.165791651685,,17019.165791651685
3168,2,§,§,1.0,1.0,1.0,2569568,26746.33209567093,,2542821.667904329
3169,2,§,§,1.0,1.0,1.0,2078,17123.597247546313,,15045.597247546313
3170,2,ª,§,0.0,0.0,0.0,946,17179.782623457,,16233.782623456998
3171,2,§,§,1.0,1.0,1.0,419,17102.706483230246,,16683.706483230246
3173,2,§,§,1.0,1.0,1.0,31,17236.145572435817,,17205.145572435817
3174,2,§,§,1.0,1.0,1.0,3104,17098.724446463515,,13994.724446463515
3175,2,ª,§,0.0,0.0,0.0,1228681,19839.129463311365,,1208841.8705366887
3177,2,§,§,1.0,1.0,1.0,54,17098.306442604022,,17044.306442604022
3179,2,§,§,1.0,1.0,1.0,80292,7287.702431284393,,73004.29756871561
3180,2,§,§,1.0,1.0,1.0,5295,19767.10079826012,,14472.100798260119
3181,2,§,§,1.0,1.0,1.0,535751,26718.501838710075,,509032.4981612899
3182,2,ª,§,0.0,0.0,0.0,3048,9487.909746121783,,6439.9097461217825
3183,2,ª,§,0.0,0.0,0.0,336884,9637.30055404049,,327246.69944595953
3185,2,£,§,0.0,0.0,0.0,19012,17098.28444240089,,1913.7155575991092
3187,2,©,©,1.0,1.0,1.0,250148,20702.120431433766,,229445.87956856622
3188,2,§,§,1.0,1.0,1.0,1383795,17098.749589552808,,1366696.2504104471
3189,2,§,§,1.0,1.0,1.0,429409,17098.28444240089,,412310.7155575991
3190,2,§,§,1.0,1.0,1.0,14,17156.520551532016,,17142.520551532016
3191,2,©,©,1.0,1.0,1.0,711220,17325.10496523953,,693894.8950347605
3193,2,§,§,1.0,1.0,1.0,20811,18850.487477891806,,1960.5125221081944
3194,2,©,©,1.0,1.0,1.0,13647,21970.16656806147,,8323.166568061471
3195,2,§,§,1.0,1.0,1.0,516141,17098.99473467341,,499042.0052653266
3196,2,©,©,1.0,1.0,1.0,100819,7672.0263369463355,,93146.97366305366
3197,2,©,©,1.0,1.0,1.0,12,14791.459428860911,,14779.459428860911
3198,2,§,§,1.0,1.0,1.0,1319870,18460.969167126303,,1301409.0308328737
3199,2,§,§,1.0,1.0,1.0,1095620,19893.834539839947,,1075726.16546016
3200,2,©,©,1.0,1.0,1.0,10,21938.974994350803,,21928.974994350803
3201,2,ª,§,0.0,0.0,0.0,93,26601.168469639557,,26508.168469639557
3202,2,§,§,1.0,1.0,1.0,97278,19689.661654681702,,77588.3383453183
3203,2,§,§,1.0,1.0,1.0,169978,29701.85195584859,,140276.1480441514
3204,2,§,§,1.0,1.0,1.0,248472,19637.062311881386,,228834.9376881186
3205,2,§,§,1.0,1.0,1.0,18736,18811.936836233785,,75.93683623378456
3206,2,§,§,1.0,1.0,1.0,278692,17098.407014961194,,261593.59298503882
3207,2,§,,0.0,0.0,0.0,28,849.3696994980812,,821.3696994980812
3208,2,§,§,1.0,1.0,1.0,95639,17098.407014961194,,78540.5929850388
3209,2,§,§,1.0,1.0,1.0,7,17099.9281718634,,17092.9281718634
3210,2,§,§,1.0,1.0,1.0,107,17099.807170746182,,16992.807170746182
3211,2,ª,§,0.0,0.0,0.0,21,1295.7616782436617,,1274.7616782436617
3213,2,§,§,1.0,1.0,1.0,431902,3433.2872714743644,,428468.7127285256
3214,2,£,§,0.0,0.0,0.0,768942,29332.691690194762,,739609.3083098052
3215,2,§,§,1.0,1.0,1.0,2246817,30279.841292509052,,2216537.158707491
3216,2,§,§,1.0,1.0,1.0,148360,17098.847019023815,,131261.15298097619
3217,2,©,©,1.0,1.0,1.0,7,7008.967714828662,,7001.967714828662
3218,2,§,§,1.0,1.0,1.0,20652,17098.256156425436,,3553.7438435745644
3219,2,§,§,1.0,1.0,1.0,1288794,17098.96959158412,,1271695.030408416
3220,2,§,§,1.0,1.0,1.0,3204860,26742.25577231935,,3178117.744227681
3221,2,§,§,1.0,1.0,1.0,14023,19771.730269576135,,5748.7302695761355
3223,2,£,§,0.0,0.0,0.0,710325,26722.45558950135,,683602.5444104987
3224,2,©,©,1.0,1.0,1.0,10809,21973.867316516742,,11164.867316516742
3225,2,§,§,1.0,1.0,1.0,1543808,17098.183870043722,,1526709.8161299564
3227,2,§,§,1.0,1.0,1.0,1843,20257.752471376247,,18414.752471376247
3228,2,©,©,1.0,1.0,1.0,1901471,12771.7645664358,,1888699.2354335643
3230,2,§,§,1.0,1.0,1.0,82670,17150.17506437177,,65519.82493562823
3232,2,§,§,1.0,1.0,1.0,1157,19548.231777410296,,18391.231777410296
3234,2,ª,§,0.0,0.0,0.0,2408192,24673.259240398966,,2383518.740759601
3235,2,©,©,1.0,1.0,1.0,2350,21973.262310930637,,19623.262310930637
3236,2,§,§,1.0,1.0,1.0,11280,17098.920876848613,,5818.920876848613
3237,2,§,§,1.0,1.0,1.0,12000,17098.38030042882,,5098.38030042882
3238,2,ª,§,0.0,0.0,0.0,4,26910.736470783533,,26906.736470783533
3240,2,§,§,1.0,1.0,1.0,155119,19200.50285249233,,135918.49714750767
3241,2,§,§,1.0,1.0,1.0,188561,17098.234156222305,,171462.76584377768
3243,2,§,§,1.0,1.0,1.0,24731,19112.44861090315,,5618.5513890968505
3244,2,©,©,1.0,1.0,1.0,1037816,7672.211767229869,,1030143.7882327702
3245,2,§,§,1.0,1.0,1.0,368134,24614.194980764267,,343519.8050192357
3246,2,§,§,1.0,1.0,1.0,357834,26762.56195980936,,331071.4380401906
3247,2,§,§,1.0,1.0,1.0,36,17098.331585693315,,17062.331585693315
3248,2,§,§,1.0,1.0,1.0,226,22835.181554871935,,22609.181554871935
3249,2,¥,§,0.0,0.0,0.0,604450,24665.43973962894,,579784.5602603711
3250,2,ª,§,0.0,0.0,0.0,1102575,17099.167593412298,,1085475.8324065877
3252,2,ª,§,0.0,0.0,0.0,9813,26699.02223028056,,16886.02223028056
3255,2,§,§,1.0,1.0,1.0,533832,16772.78515130383,,517059.2148486962
3256,2,©,©,1.0,1.0,1.0,90,13517.955670413607,,13427.955670413607
3257,2,ª,§,0.0,0.0,0.0,10415,22467.976164410615,,12052.976164410615
3259,2,§,§,1.0,1.0,1.0,428439,17098.207441689934,,411340.7925583101
3260,2,§,§,1.0,1.0,1.0,1702,18563.824831093472,,16861.824831093472
3261,2,§,§,1.0,1.0,1.0,84980,19270.529499058644,,65709.47050094136
3263,2,§,§,1.0,1.0,1.0,617370,19447.48970438679,,597922.5102956132
3264,2,ª,§,0.0,0.0,0.0,1034026,17116.216179395826,,1016909.7838206042
3265,2,§,§,1.0,1.0,1.0,331346,17282.92900439412,,314063.0709956059
3266,2,§,§,1.0,1.0,1.0,3135,17130.832171490285,,13995.832171490285
3267,2,§,§,1.0,1.0,1.0,353291,18964.22224230731,,334326.7777576927
3268,2,§,§,1.0,1.0,1.0,27,17106.000227927587,,17079.000227927587
3269,2,§,§,1.0,1.0,1.0,916,17098.306442604022,,16182.306442604022
3270,2,ª,§,0.0,0.0,0.0,704,17170.919684481323,,16466.919684481323
3271,2,¦,§,0.0,0.0,0.0,1830903,24824.854782960025,,1806078.14521704
3272,2,§,§,1.0,1.0,1.0,257338,17098.306442604022,,240239.69355739598
3274,2,©,©,1.0,1.0,1.0,69,9104.708636541067,,9035.708636541067
3275,2,§,§,1.0,1.0,1.0,5396,17104.156925193816,,11708.156925193816
3277,2,§,§,1.0,1.0,1.0,83936,17098.823447377603,,66837.1765526224
3278,2,ª,§,0.0,0.0,0.0,5711,17098.5044444322,,11387.504444432201
3279,2,ª,§,0.0,0.0,0.0,268452,31811.200003197588,,236640.7999968024
3280,2,§,§,1.0,1.0,1.0,75910,24945.206894188752,,50964.793105811244
3281,2,§,§,1.0,1.0,1.0,417,19140.643442658744,,18723.643442658744
3282,2,§,§,1.0,1.0,1.0,2107,17099.045020851994,,14992.045020851994
3283,2,§,§,1.0,1.0,1.0,1200700,17457.30575729744,,1183242.6942427026
3284,2,§,§,1.0,1.0,1.0,3717,17119.15792084307,,13402.15792084307
3285,2,§,§,1.0,1.0,1.0,686208,24771.595434065777,,661436.4045659342
3286,2,§,§,1.0,1.0,1.0,627525,24634.44931063261,,602890.5506893673
3287,2,ª,§,0.0,0.0,0.0,17,17098.652160081798,,17081.652160081798
3288,2,ª,§,0.0,0.0,0.0,79961,17098.920876848613,,62862.07912315139
3290,2,§,§,1.0,1.0,1.0,2029,19360.4427578124,,17331.4427578124
3292,2,ª,§,0.0,0.0,0.0,122,17188.224415687022,,17066.224415687022
3293,2,§,,0.0,0.0,0.0,1,836.4634374755249,,835.4634374755249
3295,2,ª,§,0.0,0.0,0.0,8,17098.429015164325,,17090.429015164325
3296,2,©,©,1.0,1.0,1.0,7,7987.055888517612,,7980.055888517612
3297,2,§,©,0.0,0.0,0.0,21,12384.560205606764,,12363.560205606764
3298,2,§,§,1.0,1.0,1.0,72492,19182.0713965977,,53309.928603402295
3299,2,§,§,1.0,1.0,1.0,6406,17098.183870043722,,10692.183870043722
3300,2,§,§,1.0,1.0,1.0,26831,19455.813638385753,,7375.186361614247
3301,2,§,§,1.0,1.0,1.0,524960,26035.478817972464,,498924.5211820275
3302,2,©,©,1.0,1.0,1.0,15,21710.809316235005,,21695.809316235005
3303,2,ª,§,0.0,0.0,0.0,14823,20435.600542045042,,5612.600542045042
3304,2,ª,§,0.0,0.0,0.0,1555421,17103.639920420235,,1538317.3600795798
3305,2,§,§,1.0,1.0,1.0,1754954,27694.169990054605,,1727259.8300099454
3306,2,§,§,1.0,1.0,1.0,56,19123.934288380668,,19067.934288380668
3307,2,ª,§,0.0,0.0,0.0,922568,26699.6979508053,,895868.3020491947
3308,2,ª,§,0.0,0.0,0.0,82533,31992.346532892967,,50540.65346710703
3309,2,§,§,1.0,1.0,1.0,1292948,24434.117032363825,,1268513.8829676362
3310,2,§,§,1.0,1.0,1.0,630997,22090.76225296772,,608906.2377470323
3311,2,§,§,1.0,1.0,1.0,534497,25980.63074012353,,508516.3692598765
3312,2,§,§,1.0,1.0,1.0,8481,17098.38030042882,,8617.38030042882
3313,2,§,§,1.0,1.0,1.0,579403,26678.43946880833,,552724.5605311916
3316,2,§,§,1.0,1.0,1.0,392,17119.181492489282,,16727.181492489282
3317,2,§,§,1.0,1.0,1.0,21032,17141.547841858213,,3890.4521581417866
3318,2,ª,§,0.0,0.0,0.0,12654,17108.063532692668,,4454.063532692668
3319,2,§,§,1.0,1.0,1.0,377353,1387.5213826173504,,375965.47861738264
3320,2,§,§,1.0,1.0,1.0,78826,17098.234156222305,,61727.7658437777
3321,2,§,§,1.0,1.0,1.0,773510,26696.331919726243,,746813.6680802738
3322,2,ª,§,0.0,0.0,0.0,2128,17293.107241228416,,15165.107241228416
3325,2,£,§,0.0,0.0,0.0,1935,17124.015251405803,,15189.015251405803
3326,2,§,§,1.0,1.0,1.0,7577,17238.243448948677,,9661.243448948677
3327,2,§,§,1.0,1.0,1.0,34,17098.183870043722,,17064.183870043722
3328,2,§,§,1.0,1.0,1.0,14,17107.326525887776,,17093.326525887776
3329,2,§,§,1.0,1.0,1.0,21633,26568.718170021173,,4935.718170021173
3330,2,§,§,1.0,1.0,1.0,44,22158.427020583604,,22114.427020583604
3332,2,§,§,1.0,1.0,1.0,1101828,26305.982315570996,,1075522.017684429
3333,2,©,§,0.0,0.0,0.0,405210,31080.089252744612,,374129.9107472554
3335,2,ª,§,0.0,0.0,0.0,1284,18810.51939457491,,17526.51939457491
3337,2,§,§,1.0,1.0,1.0,2778305,18600.942316661814,,2759704.0576833384
3339,2,§,§,1.0,1.0,1.0,66063,17098.28444240089,,48964.715557599106
3340,2,§,§,1.0,1.0,1.0,2470,19010.339382399357,,16540.339382399357
3341,2,§,§,1.0,1.0,1.0,16742,27552.54839672734,,10810.54839672734
3342,2,ª,§,0.0,0.0,0.0,163896,19706.166521359275,,144189.83347864074
3345,2,©,©,1.0,1.0,1.0,10,20296.292112932704,,20286.292112932704
3346,2,©,©,1.0,1.0,1.0,721,21973.80445879351,,21252.80445879351
3347,2,§,,0.0,0.0,0.0,782,850.3392798789307,,68.33927987893071
3348,2,ª,§,0.0,0.0,0.0,170247,17098.183870043722,,153148.81612995628
3350,2,§,§,1.0,1.0,1.0,373,17117.39319026334,,16744.39319026334
3352,2,§,§,1.0,1.0,1.0,671691,24545.95506498081,,647145.0449350192
3353,2,§,§,1.0,1.0,1.0,591970,17178.85075771009,,574791.14924229
3354,2,©,©,1.0,1.0,1.0,2592794,243907.47717642857,,2348886.522823571
3355,2,§,§,1.0,1.0,1.0,165837,17102.65619705166,,148734.34380294834
3356,2,§,§,1.0,1.0,1.0,67115,17098.57673081392,,50016.42326918608
3359,2,©,©,1.0,1.0,1.0,65034,21973.062737659377,,43060.93726234062
3361,2,§,§,1.0,1.0,1.0,81984,26746.608669653146,,55237.39133034686
3363,2,§,§,1.0,1.0,1.0,2983,17099.045020851994,,14116.045020851994
3364,2,ª,©,0.0,0.0,0.0,1,287195.50428971415,,287194.50428971415
3365,2,§,§,1.0,1.0,1.0,11,19520.981382946255,,19509.981382946255
3366,2,©,©,1.0,1.0,1.0,5,9326.40232632862,,9321.40232632862
3367,2,§,§,1.0,1.0,1.0,1160,17098.355157339527,,15938.355157339527
3368,2,§,§,1.0,1.0,1.0,62170,19626.602786735624,,42543.397213264376
3369,2,§,§,1.0,1.0,1.0,19,21207.301667274907,,21188.301667274907
3370,2,§,§,1.0,1.0,1.0,6634,17098.256156425436,,10464.256156425436
3371,2,ª,§,0.0,0.0,0.0,156853,19273.45238318892,,137579.5476168111
3374,2,§,§,1.0,1.0,1.0,4606,17098.256156425436,,12492.256156425436
3375,2,§,§,1.0,1.0,1.0,2174,17098.256156425436,,14924.256156425436
3377,2,§,§,1.0,1.0,1.0,31216,17098.407014961194,,14117.592985038806
3378,2,§,§,1.0,1.0,1.0,9,27690.825959178677,,27681.825959178677
3379,2,§,§,1.0,1.0,1.0,929781,30311.615871602695,,899469.3841283973
3380,2,§,§,1.0,1.0,1.0,3495,17098.699303374222,,13603.699303374222
3381,2,§,§,1.0,1.0,1.0,14649,26760.764228924934,,12111.764228924934
3383,2,§,§,1.0,1.0,1.0,5343,24875.164533191626,,19532.164533191626
3384,2,©,©,1.0,1.0,1.0,7,17517.69945777849,,17510.69945777849
3385,2,©,©,1.0,1.0,1.0,17,7577.880396254462,,7560.880396254462
3386,2,£,§,0.0,0.0,0.0,11,25142.701146253625,,25131.701146253625
3387,2,§,§,1.0,1.0,1.0,333,19194.166793990567,,18861.166793990567
3388,2,©,§,0.0,0.0,0.0,690573,17098.57673081392,,673474.423269186
3389,2,§,§,1.0,1.0,1.0,1995,17098.331585693315,,15103.331585693315
3390,2,§,§,1.0,1.0,1.0,246272,13063.063756044015,,233208.93624395598
3391,2,©,§,0.0,0.0,0.0,1118915,17098.28444240089,,1101816.7155575992
3392,2,§,§,1.0,1.0,1.0,5325,17098.45730113978,,11773.45730113978
3393,2,§,§,1.0,1.0,1.0,1818,17098.60030246013,,15280.60030246013
3394,2,§,§,1.0,1.0,1.0,3428,17102.755197965747,,13674.755197965747
3395,2,§,§,1.0,1.0,1.0,1040000,19020.7266211634,,1020979.2733788366
3396,2,§,§,1.0,1.0,1.0,12701,17128.20786154536,,4427.207861545361
3397,2,§,§,1.0,1.0,1.0,4194,18488.10327480236,,14294.10327480236
3399,2,§,§,1.0,1.0,1.0,78763,17098.183870043722,,61664.81612995628
3400,2,©,©,1.0,1.0,1.0,327388,21973.6661718024,,305414.3338281976
3401,2,§,§,1.0,1.0,1.0,23302,19319.14366220607,,3982.8563377939317
3402,2,§,§,1.0,1.0,1.0,95137,17119.920070737255,,78017.07992926275
3404,2,§,§,1.0,1.0,1.0,10365,17099.90460021719,,6734.904600217189
3405,2,©,©,1.0,1.0,1.0,406421,242734.52691783506,,163686.47308216494
3406,2,ª,§,0.0,0.0,0.0,348,19131.216355617067,,18783.216355617067
3407,2,§,§,1.0,1.0,1.0,5406,17098.207441689934,,11692.207441689934
3408,2,ª,§,0.0,0.0,0.0,95988,24592.531066452448,,71395.46893354756
3410,2,£,§,0.0,0.0,0.0,414404,17098.234156222305,,397305.7658437777
3411,2,§,§,1.0,1.0,1.0,113980,17137.526519014464,,96842.47348098553
3412,2,§,§,1.0,1.0,1.0,84354,17103.36963221034,,67250.63036778966
3413,2,ª,§,0.0,0.0,0.0,248907,17202.89540828931,,231704.1045917107
3414,2,§,§,1.0,1.0,1.0,17,17098.256156425436,,17081.256156425436
3415,2,ª,§,0.0,0.0,0.0,66,17135.93307573054,,17069.93307573054
3417,2,§,§,1.0,1.0,1.0,3353,17098.256156425436,,13745.256156425436
3420,2,§,§,1.0,1.0,1.0,151728,24763.288785940702,,126964.7112140593
3421,2,§,§,1.0,1.0,1.0,415,3137.6532561277804,,2722.6532561277804
3422,2,§,§,1.0,1.0,1.0,174512,17098.652160081798,,157413.3478399182
3423,2,ª,§,0.0,0.0,0.0,443,17487.37374920534,,17044.37374920534
3424,2,ª,§,0.0,0.0,0.0,353649,25924.308648664814,,327724.6913513352
3425,2,§,§,1.0,1.0,1.0,288,26744.35836316145,,26456.35836316145
3426,2,§,§,1.0,1.0,1.0,965205,5522.241130520823,,959682.7588694792
3427,2,§,§,1.0,1.0,1.0,3502,17620.239261686424,,14118.239261686424
3428,2,§,§,1.0,1.0,1.0,1820327,24485.298933505266,,1795841.7010664947
3429,2,§,§,1.0,1.0,1.0,175582,17098.331585693315,,158483.66841430668
3430,2,§,§,1.0,1.0,1.0,196536,17111.283419565214,,179424.7165804348
3431,2,©,©,1.0,1.0,1.0,1194,21970.16656806147,,20776.16656806147
3432,2,ª,§,0.0,0.0,0.0,244843,24659.952260390808,,220183.0477396092
3433,2,©,©,1.0,1.0,1.0,7,10046.054899557987,,10039.054899557987
3434,2,ª,§,0.0,0.0,0.0,731,17098.28444240089,,16367.28444240089
3435,2,©,©,1.0,1.0,1.0,175809,21973.19316743508,,153835.8068325649
3437,2,§,§,1.0,1.0,1.0,234521,17104.50107122851,,217416.4989287715
3438,2,§,§,1.0,1.0,1.0,693932,17462.818379624863,,676469.1816203751
3441,2,§,§,1.0,1.0,1.0,15,1526.4479510610536,,1511.4479510610536
3445,2,§,§,1.0,1.0,1.0,71860,17098.652160081798,,54761.347839918206
3446,2,§,§,1.0,1.0,1.0,150491,17098.625445549424,,133392.37455445057
3447,2,§,§,1.0,1.0,1.0,90634,18881.24847619834,,71752.75152380166
3450,2,ª,§,0.0,0.0,0.0,21338,17098.429015164325,,4239.570984835675
3451,2,©,©,1.0,1.0,1.0,3719,7671.872335524418,,3952.8723355244183
3452,2,§,§,1.0,1.0,1.0,7,19952.928656893182,,19945.928656893182
3453,2,©,©,1.0,1.0,1.0,38,21974.007174950933,,21936.007174950933
3455,2,§,§,1.0,1.0,1.0,106,17098.28444240089,,16992.28444240089
3456,2,¢,©,0.0,0.0,0.0,5,21973.93803145538,,21968.93803145538
3457,2,ª,§,0.0,0.0,0.0,1984282,17098.234156222305,,1967183.7658437777
3459,2,©,©,1.0,1.0,1.0,230558,7658.291924420201,,222899.7080755798
3460,2,§,§,1.0,1.0,1.0,27,1364.1210237012558,,1337.1210237012558
3461,2,§,§,1.0,1.0,1.0,12202,17098.183870043722,,4896.183870043722
3463,2,§,§,1.0,1.0,1.0,2982,17499.23185869301,,14517.231858693009
3464,2,ª,§,0.0,0.0,0.0,95101,17098.183870043722,,78002.81612995628
3466,2,§,§,1.0,1.0,1.0,9460,18593.70896416092,,9133.70896416092
3467,2,§,§,1.0,1.0,1.0,108024,24570.128573892656,,83453.87142610735
3468,2,©,©,1.0,1.0,1.0,787,21971.238292242575,,21184.238292242575
3469,2,§,§,1.0,1.0,1.0,704718,17099.364023797396,,687618.6359762026
3470,2,§,§,1.0,1.0,1.0,46,22736.457214764167,,22690.457214764167
3471,2,§,§,1.0,1.0,1.0,482,25069.56461383042,,24587.56461383042
3472,2,ª,§,0.0,0.0,0.0,185090,26669.142811542355,,158420.85718845765
3473,2,§,§,1.0,1.0,1.0,474,17340.934111392366,,16866.934111392366
3474,2,§,§,1.0,1.0,1.0,1778,17098.183870043722,,15320.183870043722
3476,2,©,©,1.0,1.0,1.0,12,14338.534961228472,,14326.534961228472
3477,2,§,§,1.0,1.0,1.0,1985,17768.046054979688,,15783.046054979688
3478,2,§,,0.0,0.0,0.0,0,836.5137236541103,,836.5137236541103
3479,2,ª,§,0.0,0.0,0.0,412782,17553.68864721482,,395228.31135278515
3481,2,©,©,1.0,1.0,1.0,10,7672.346911334817,,7662.346911334817
3482,2,©,©,1.0,1.0,1.0,1138161,21962.284209568214,,1116198.7157904317
3483,2,§,§,1.0,1.0,1.0,9004,17098.652160081798,,8094.652160081798
3485,2,§,§,1.0,1.0,1.0,1532,17099.584025828706,,15567.584025828706
3486,2,ª,§,0.0,0.0,0.0,178776,24349.689681405118,,154426.3103185949
3488,2,§,§,1.0,1.0,1.0,123,17483.441998617196,,17360.441998617196
3489,2,ª,§,0.0,0.0,0.0,12,17098.847019023815,,17086.847019023815
3490,2,ª,§,0.0,0.0,0.0,21,17099.78202765689,,17078.78202765689
3492,2,§,§,1.0,1.0,1.0,1624,17118.963061901053,,15494.963061901053
3493,2,§,§,1.0,1.0,1.0,3153,17098.207441689934,,13945.207441689934
3494,2,§,§,1.0,1.0,1.0,10609,24468.94492536345,,13859.944925363448
3495,2,§,§,1.0,1.0,1.0,89678,17098.256156425436,,72579.74384357457
3496,2,§,§,1.0,1.0,1.0,446084,19426.210793629765,,426657.78920637025
3497,2,§,§,1.0,1.0,1.0,270413,25659.082056931584,,244753.91794306843
3499,2,§,§,1.0,1.0,1.0,92270,17300.06401974709,,74969.9359802529
3500,2,§,§,1.0,1.0,1.0,1544,17098.823447377603,,15554.823447377603
3501,2,§,§,1.0,1.0,1.0,13405,17098.355157339527,,3693.355157339527
3502,2,§,§,1.0,1.0,1.0,1,799.1353785343582,,798.1353785343582
3503,2,§,§,1.0,1.0,1.0,402652,17119.87135600175,,385532.12864399824
3504,2,©,©,1.0,1.0,1.0,7,8803.8370014062,,8796.8370014062
3505,2,§,§,1.0,1.0,1.0,28,4436.058101633336,,4408.058101633336
3506,2,ª,§,0.0,0.0,0.0,1127960,17102.976771440142,,1110857.0232285599
